49.36.188.169 - - [23/Dec/2023:11:40:43 +0000] "GET /admin/jsi18n/ HTTP/1.1" 200 3343 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:44 +0000] "GET /admin/auth/group/ HTTP/1.1" 200 21062 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:44 +0000] "GET /admin/jsi18n/ HTTP/1.1" 200 3343 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:44 +0000] "GET /admin/auth/group/ HTTP/1.1" 200 21062 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:44 +0000] "GET /admin/jsi18n/ HTTP/1.1" 200 3343 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:44 +0000] "GET /admin/auth/group/ HTTP/1.1" 200 21062 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:44 +0000] "GET /admin/jsi18n/ HTTP/1.1" 200 3343 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:44 +0000] "GET /admin/auth/group/ HTTP/1.1" 200 21062 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:45 +0000] "GET /admin/jsi18n/ HTTP/1.1" 503 599 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:45 +0000] "GET /admin/auth/group/ HTTP/1.1" 200 21062 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:45 +0000] "GET /admin/jsi18n/ HTTP/1.1" 503 599 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:45 +0000] "GET /admin/auth/group/ HTTP/1.1" 200 21062 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:46 +0000] "GET /static/admin/css/base.css HTTP/1.1" 200 20344 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:46 +0000] "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 796 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:46 +0000] "GET /static/admin/css/responsive.css HTTP/1.1" 200 18854 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
49.36.188.169 - - [23/Dec/2023:11:40:46 +0000] "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2619 "https://fintrekkers.com/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36" "-"
